Name,Fiesta 4D 2013 1.6 Powershift時尚版
新車售價,58.8萬
車身型式,中型房車
動力型式,汽油
變速系統,自排6速雙離合
排氣量,1596cc
能源局公佈平均油耗,15.8km/ltr
燃料稅,4800元
牌照稅,7120元
車長(mm),4291mm
車寬(mm),1722mm
車高(mm),1465mm
軸距(mm),2489mm
車重(kg),1150kg
車門數,4門
乘客數,5座
進氣型式,自然吸氣
汽門構造,DOHC雙凸輪軸
汽缸設計,直列4缸
汽門數,16
壓縮比,11
最大馬力,122hp@6300rpm
最大扭力,15.1kgm@4300rpm
驅動型式,前輪驅動
前輪懸吊,麥花臣
後輪懸吊,拖曳臂
煞車型式,前碟後鼓
前輪尺碼,185/55R15
後輪尺碼,185/55R15
後視鏡方向指示燈,●
前座正面氣囊,●
ABS防鎖死,●
循跡系統,●
斜坡起步輔助,●
倒車雷達,●
防盜系統,●
座椅材質,織布
後座分離式傾倒,●
外部音源接入,USB、AUX-IN
藍牙通訊,●
音響系統,MP3、CD
音響喇叭數量,4只
後霧燈,●
