Name,GT 2008 2.0 JTS
新車售價,169萬
車身型式,雙門跑車
動力型式,汽油
變速系統,自手排5速
排氣量,1970cc
能源局公佈平均油耗,11.6km/ltr
燃料稅,6180元
牌照稅,11230元
車長(mm),4489mm
車寬(mm),1763mm
車高(mm),1362mm
軸距(mm),2596mm
車重(kg),1320kg
車門數,2門
乘客數,4座
進氣型式,自然吸氣
汽門構造,DOHC雙凸輪軸
汽缸設計,直列4缸
汽門數,16
壓縮比,11.5
最大馬力,165hp@6400rpm
最大扭力,21kgm@3250rom
驅動型式,前輪驅動
前輪懸吊,雙A臂
後輪懸吊,麥花臣
煞車型式,前後碟煞
前輪尺碼,225/40R18
後輪尺碼,225/40R18
感應式雨刷,●
旅程電腦,●
恆溫空調,●
車內粉塵過濾,●
前座正面氣囊,●
前座側面氣囊,●
側面氣簾,●
兒童安全椅固定裝置,ISOFIX
ABS防鎖死,●
循跡系統,●
倒車雷達,●
防盜系統,●
座椅材質,皮革
後座分離式傾倒,●
音響系統,CD
音響喇叭數量,6只
前霧燈,●
後霧燈,●
