Name,307 CC 2009 2
新車售價,168.8萬
車身型式,敞篷車
動力型式,汽油
變速系統,手自排4速
排氣量,1997cc
能源局公佈平均油耗,11.9km/ltr
燃料稅,6180元
牌照稅,11230元
車長(mm),4375mm
車寬(mm),1759mm
車高(mm),1430mm
軸距(mm),2605mm
車重(kg),1514kg
車門數,2門
乘客數,4座
進氣型式,自然吸氣
汽門構造,DOHC雙凸輪軸
汽缸設計,直列4缸
汽門數,16
壓縮比,11.0：1
最大馬力,140hp@6000rpm
最大扭力,20.4kgm@4000rpm
驅動型式,前輪驅動
前輪懸吊,麥花臣
後輪懸吊,拖曳臂
煞車型式,前後碟煞
前輪尺碼,205/50 R17
後輪尺碼,205/50 R17
電動天窗,●
感應式雨刷,●
後視鏡加熱/除霧,●
旅程電腦,●
恆溫空調,●
車內粉塵過濾,●
前座正面氣囊,●
前座側面氣囊,●
兒童安全椅固定裝置,ISOFIX
ABS防鎖死,●
循跡系統,●
定速系統,●
倒車雷達,●
倒車顯影系統,●
防盜系統,●
座椅材質,皮革
外部音源接入,AUX-IN
音響系統,MP3、CD
音響喇叭數量,6只
感應頭燈,●
LED尾燈,●
前霧燈,●
後霧燈,●
