Name,Citigo 2018 1.0 MPI
新車售價,62.8萬
車身型式,小型掀背車
動力型式,汽油
變速系統,自手排5速
排氣量,999cc
極速(km/h),171km/h
官方0-100km/h加速(s),13.9s
能源局公佈平均油耗,20.1km/ltr
能源效率等級,1
燃料稅,4320元
牌照稅,4320元
車長(mm),3597mm
車寬(mm),1645mm
車高(mm),1478mm
軸距(mm),2420mm
車重(kg),932kg
車門數,5門
乘客數,5座
油箱容量(L),35L
行李容積(L),251~959L
進氣型式,自然吸氣
汽門構造,DOHC雙凸輪軸
汽缸設計,直列3缸
汽門數,12
最大馬力,75hp@6200rpm
最大扭力,9.7kgm@3000rpm
驅動型式,前輪驅動
前輪懸吊,麥花臣
後輪懸吊,扭力樑
煞車型式,前碟後鼓
前輪尺碼,175/65R 14
後輪尺碼,175/65R 14
引擎擺放位置,前置
電動天窗,○
輪圈規格,14吋
後雨刷,●
後視鏡加熱/除霧,●
後視鏡電動調整,●
方向盤調整,●
多功能方向盤,●
動力方向盤,●
旅程電腦,●
中央顯示幕,●
中控鎖,●
車內粉塵過濾,●
前座正面氣囊,●
前座側面氣囊,●
胎壓偵測,●
兒童安全椅固定裝置,ISO-FIX
ABS防鎖死,●
動態穩定系統,ESC
循跡系統,ASR
斜坡起步輔助,●
座椅材質,織布
座椅高低調整,駕駛座
前座座椅調整,●
後座分離式傾倒,6/4
外部音源接入,●
藍牙通訊,●
音響系統,MP3
音響喇叭數量,2
頭燈光源,鹵素
LED日行燈,●
前霧燈,●
