Name,Insignia Sports Tourer 2011 2.0 CDTI
新車售價,168.8萬
車身型式,Wagon旅行車
動力型式,柴油
變速系統,手自排6速
排氣量,1956cc
能源局公佈平均油耗,12.9km/ltr
燃料稅,3708元
牌照稅,11230元
車長(mm),4908mm
車寬(mm),1856mm
車高(mm),1520mm
軸距(mm),2737mm
車重(kg),1743kg
車門數,5門
乘客數,5座
進氣型式,渦輪增壓
汽門構造,DOHC單凸輪軸
汽缸設計,直列4缸
汽門數,16
壓縮比,16.5
最大馬力,160hp@4000rpm
最大扭力,35.7kgm@1750~2500rpm
驅動型式,前輪驅動
前輪懸吊,麥花臣
後輪懸吊,多連桿
煞車型式,前後碟煞
前輪尺碼,225/55R17
後輪尺碼,225/55R17
車頂行李架,●
感應式雨刷,●
旅程電腦,●
恆溫空調,●
後座出風口,●
車內粉塵過濾,●
前座正面氣囊,●
前座側面氣囊,●
後座側面氣囊,●
側面氣簾,●
兒童安全椅固定裝置,ISOFIX
ABS防鎖死,●
循跡系統,●
定速系統,●
防盜系統,●
跑車式座椅,●
腰部支撐調整,電動
後座分離式傾倒,●
後座杯架,●
後座扶手,●
外部音源接入,AUX-IN
音響系統,MP3、CD
音響喇叭數量,7只
感應頭燈,●
前霧燈,●
後霧燈,●
