Name,Impreza 4D 2014 WRX STI
新車售價,190萬
車身型式,中型房車
動力型式,汽油
變速系統,手排6速
排氣量,2457cc
能源局公佈平均油耗,8.8km/ltr
燃料稅,7200元
牌照稅,15210元
車長(mm),4580mm
車寬(mm),1795mm
車高(mm),1475mm
軸距(mm),2625mm
車重(kg),1515kg
車門數,4門
乘客數,5座
進氣型式,渦輪增壓
汽門構造,DOHC雙凸輪軸
汽缸設計,水平對臥4缸
汽門數,16
壓縮比,8.2
最大馬力,300hp@6000rpm
最大扭力,41.5kgm@4000rpm
驅動型式,四輪驅動
前輪懸吊,麥花臣
後輪懸吊,雙A臂
煞車型式,前後碟煞
前輪尺碼,245/40R18
後輪尺碼,245/40R18
旅程電腦,●
恆溫空調,●
車內粉塵過濾,●
前座正面氣囊,●
前座側面氣囊,●
側面氣簾,●
兒童安全椅固定裝置,ISOFIX
ABS防鎖死,●
循跡系統,●
斜坡起步輔助,●
定速系統,●
防盜系統,●
跑車式座椅,●
後座分離式傾倒,●
後座杯架,●
外部音源接入,AUX-IN
藍牙通訊,●
音響系統,MP3、CD
音響喇叭數量,10只
頭燈光源,HID
LED尾燈,●
前霧燈,●
後霧燈,●
